[schedulerWorker/triggerRead] Trigger error: -8.225440979003906e-05
[schedulerWorker/triggerRead] Trigger error: -8.535385131835938e-05
[schedulerWorker/triggerRead] Trigger error: -8.225440979003906e-05
[schedulerWorker/triggerRead] Trigger error: -8.487701416015625e-05
[schedulerWorker/triggerRead] Trigger error: -8.177757263183594e-05
[schedulerWorker/triggerRead] Trigger error: -8.296966552734375e-05
[schedulerWorker/triggerRead] Trigger error: -8.344650268554688e-05
[schedulerWorker/triggerRead] Trigger error: -8.463859558105469e-05
[schedulerWorker/triggerRead] Trigger error: -8.20159912109375e-05
[schedulerWorker/triggerRead] Trigger error: -8.249282836914062e-05
[schedulerWorker/triggerRead] Trigger error: -8.416175842285156e-05
[schedulerWorker/triggerRead] Trigger error: -8.368492126464844e-05
[schedulerWorker/triggerRead] Trigger error: -8.130073547363281e-05
[schedulerWorker/triggerRead] Trigger error: -8.320808410644531e-05
[schedulerWorker/triggerRead] Trigger error: -8.082389831542969e-05
[schedulerWorker/triggerRead] Trigger error: -8.344650268554688e-05
[schedulerWorker/triggerRead] Trigger error: -8.177757263183594e-05
[schedulerWorker/triggerRead] Trigger error: -8.511543273925781e-05
[schedulerWorker/triggerRead] Trigger error: -8.225440979003906e-05
[schedulerWorker/triggerRead] Trigger error: -8.726119995117188e-05
[schedulerWorker/triggerRead] Trigger error: -7.510185241699219e-05
[schedulerWorker/triggerRead] Trigger error: -6.842613220214844e-05
[schedulerWorker/triggerRead] Trigger error: -7.867813110351562e-05
[schedulerWorker/triggerRead] Trigger error: -6.985664367675781e-05
[schedulerWorker/triggerRead] Trigger error: -8.273124694824219e-05
[schedulerWorker/triggerRead] Trigger error: -7.677078247070312e-05
[schedulerWorker/triggerRead] Trigger error: -8.296966552734375e-05
[schedulerWorker/triggerRead] Trigger error: -8.0108642578125e-05
[schedulerWorker/triggerRead] Trigger error: -8.463859558105469e-05
[schedulerWorker/triggerRead] Trigger error: -8.487701416015625e-05
[schedulerWorker/triggerRead] Trigger error: -7.605552673339844e-05
[schedulerWorker/triggerRead] Trigger error: -0.00010442733764648438
[schedulerWorker/triggerRead] Trigger error: -7.796287536621094e-05
[schedulerWorker/triggerRead] Trigger error: -8.273124694824219e-05
[schedulerWorker/triggerRead] Trigger error: -8.440017700195312e-05
[schedulerWorker/triggerRead] Trigger error: -8.416175842285156e-05
[schedulerWorker/triggerRead] Trigger error: -8.320808410644531e-05
[schedulerWorker/triggerRead] Trigger error: -8.344650268554688e-05
[schedulerWorker/triggerRead] Trigger error: -8.153915405273438e-05
[schedulerWorker/triggerRead] Trigger error: -8.20159912109375e-05
[schedulerWorker/triggerRead] Trigger error: -8.440017700195312e-05
[schedulerWorker/triggerRead] Trigger error: -8.320808410644531e-05
[schedulerWorker/triggerRead] Trigger error: -8.416175842285156e-05
[schedulerWorker/triggerRead] Trigger error: -8.392333984375e-05
[schedulerWorker/triggerRead] Trigger error: -8.20159912109375e-05
[schedulerWorker/triggerRead] Trigger error: -8.487701416015625e-05
[schedulerWorker/triggerRead] Trigger error: -8.082389831542969e-05
[schedulerWorker/triggerRead] Trigger error: -8.511543273925781e-05
[schedulerWorker/triggerRead] Trigger error: -7.987022399902344e-05
[schedulerWorker/triggerRead] Trigger error: -8.392333984375e-05
[schedulerWorker/triggerRead] Trigger error: -8.0108642578125e-05
[schedulerWorker/triggerRead] Trigger error: -8.273124694824219e-05
[schedulerWorker/triggerRead] Trigger error: -8.249282836914062e-05
[schedulerWorker/triggerRead] Trigger error: -7.82012939453125e-05
[schedulerWorker/triggerRead] Trigger error: -8.249282836914062e-05
[schedulerWorker/triggerRead] Trigger error: -8.225440979003906e-05
[schedulerWorker/triggerRead] Trigger error: -0.00010228157043457031
[schedulerWorker/triggerRead] Trigger error: -8.368492126464844e-05
[schedulerWorker/triggerRead] Trigger error: -8.106231689453125e-05
[schedulerWorker/triggerRead] Trigger error: -8.749961853027344e-05
[schedulerWorker/triggerRead] Trigger error: -7.653236389160156e-05
[schedulerWorker/triggerRead] Trigger error: -7.557868957519531e-05
[schedulerWorker/triggerRead] Trigger error: -8.7738037109375e-05
[schedulerWorker/triggerRead] Trigger error: -6.985664367675781e-05
[schedulerWorker/triggerRead] Trigger error: -7.677078247070312e-05
[schedulerWorker/triggerRead] Trigger error: -7.557868957519531e-05
[schedulerWorker/triggerRead] Trigger error: -7.677078247070312e-05
[schedulerWorker/triggerRead] Trigger error: -7.414817810058594e-05
[schedulerWorker/triggerRead] Trigger error: -7.700920104980469e-05
[schedulerWorker/triggerRead] Trigger error: -7.581710815429688e-05
[schedulerWorker/triggerRead] Trigger error: -7.43865966796875e-05
[schedulerWorker/triggerRead] Trigger error: -7.462501525878906e-05
[schedulerWorker/triggerRead] Trigger error: -7.653236389160156e-05
[schedulerWorker/triggerRead] Trigger error: -7.462501525878906e-05
[schedulerWorker/triggerRead] Trigger error: -7.343292236328125e-05
[schedulerWorker/triggerRead] Trigger error: -7.462501525878906e-05
[schedulerWorker/triggerRead] Trigger error: -7.677078247070312e-05
[schedulerWorker/triggerRead] Trigger error: -7.271766662597656e-05
[schedulerWorker/triggerRead] Trigger error: -7.534027099609375e-05
[schedulerWorker/triggerRead] Trigger error: -7.534027099609375e-05
[schedulerWorker/triggerRead] Trigger error: -7.462501525878906e-05
[schedulerWorker/triggerRead] Trigger error: -7.295608520507812e-05
[schedulerWorker/triggerRead] Trigger error: -7.62939453125e-05
[schedulerWorker/triggerRead] Trigger error: -7.486343383789062e-05
[schedulerWorker/triggerRead] Trigger error: -7.319450378417969e-05
[schedulerWorker/triggerRead] Trigger error: -7.43865966796875e-05
[schedulerWorker/triggerRead] Trigger error: -8.368492126464844e-05
[schedulerWorker/triggerRead] Trigger error: -6.794929504394531e-05
[schedulerWorker/triggerRead] Trigger error: -8.130073547363281e-05
